age,income,credit_score,employment_length,debt_to_income,loan_amount,loan_term,previous_defaults,credit_inquiries,credit_history_months,savings_balance,checking_balance,default
-0.8409558249878823,0.27372552030505176,-0.2347063818282071,0.775526109154221,0.6751268178919541,-1.4616368356826261,36,-0.5391909583485294,-1.413133030873876,-0.952947483196433,-0.9220116461331526,-0.9194986921000912,1
-0.9750859787413126,-1.1187729514909917,-0.2115390428067793,0.9539977723688403,-1.1764262896788436,1.2931029530442943,36,-0.5391909583485294,0.0044654351680319905,-0.876347778348514,-0.9707572861880321,1.361981682289837,1
-0.9750859787413126,2.4999810212069558,1.5238990655052977,2.073352087495454,-0.7709608099484452,-0.369868241977521,24,-0.5391909583485294,0.713264668188986,-0.8780387691155082,-0.06885923092168811,-0.26704841313110783,1
-0.5726955174810217,-0.14948672653878753,0.15150535158709574,0.6389260648519185,-1.185701967292777,-1.621101290763302,12,-0.5391909583485294,0.0044654351680319905,-0.5984064188595655,-0.8297426961607304,-0.1099376085541894,1
0.2991504819162757,0.07291096003150734,1.0318057654793624,-0.36734395775888723,0.24020464198898717,-1.4367340134996922,60,-0.5391909583485294,-1.413133030873876,-1.115573219596184,-0.8225677472161137,1.3991496408201982,1
1.3721917119437186,1.7087769138624018,-1.334597111834743,0.5105938935394525,-0.5114618003623934,-1.6340385607040868,12,-0.5391909583485294,-0.704333797852922,-0.5219210020224486,1.3165140050268989,-0.17532560719232232,1
0.7686060200532819,-0.5485996592373206,-0.6312872543120226,1.0344595724206815,-0.45849239718972873,-0.5310745335826846,36,-0.5391909583485294,-0.704333797852922,1.1948146131753048,2.315712933789807,-0.9303112685788071,1
-0.0361749024673002,1.6639418638417178,-0.5113662962731622,-0.33234645566451554,0.9075988727512604,-0.13998615452368166,36,-0.5391909583485294,0.0044654351680319905,1.0855960870664434,0.4386844179058584,-0.48065768236423834,1
1.3721917119437186,-0.06562692487193053,-0.5986516723314034,-0.280174989017525,-1.2921725676276807,-0.3785327096716634,24,-0.5391909583485294,0.713264668188986,0.4618147872469551,-0.9713846176798844,-0.8166096047414148,1
0.5674107894231364,-0.6912911478396705,-0.6917854756726233,-0.23681628873113847,-1.2299529396211357,-0.8233966555206059,24,-0.5391909583485294,-1.413133030873876,1.0390266855104275,-0.516429309269687,-0.5851228763636794,1
-0.3715002868508761,0.246400115614164,-0.24076874635113038,0.6130626752086216,0.7952983813981046,0.46893962048082327,48,1.2793282940917046,-1.413133030873876,-1.2588605325557798,1.2063120347004312,-0.961480829826472,1
-0.9080209018645975,-0.59923796064314,-2.0283310040370437,-0.3636605612185173,-0.7276071011453091,-0.030040659685500275,36,-0.5391909583485294,0.0044654351680319905,-0.3207865421358353,0.9032330883611202,-0.8885443757689879,1
-0.3715002868508761,0.693657991828225,0.6421926430826154,-0.30020284384552115,0.3075098267121602,-0.7667195748965634,24,1.2793282940917046,0.0044654351680319905,0.4864874512615871,-0.9818165646760854,-0.7178853866638711,1
0.7015409431765668,-0.6346980251766529,-1.0913621294829838,-0.6192837118548009,0.5504759727019388,0.24855921957244792,12,-0.5391909583485294,0.0044654351680319905,-1.0921611474558992,-0.6256080918721094,1.19879916163882,1
0.23208540503956052,-1.0739987877386046,-1.6073777553765696,-0.7879967716569487,-0.2598557214411864,0.3174710347646096,24,-0.5391909583485294,0.0044654351680319905,-0.6273685693467111,-0.5637845640660791,-0.7434456750763299,1
1.6404520194505792,0.6527489506591192,0.5713956582260483,0.19849037751520285,-0.5495067589211904,1.3138411454771484,24,1.2793282940917046,1.42206390120994,-0.1051107278034672,-0.6821346391516752,0.27819885838853675,1
-0.8409558249878823,-0.2997218736774575,0.9295326287720224,-0.848846438226425,0.11745595035295624,-1.5908452390071626,60,-0.5391909583485294,-0.704333797852922,-1.532790622057753,-0.9553089300017577,1.03036887793047,1
